,TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,PaymentType
48,49,5/4/2025,1147,2080,401,1,0,18.5,Mobile Payment
49,50,5/4/2025,1038,2072,403,0,840.6,29.39,Mobile Payment
50,51,5/4/2025,1063,2015,404,1,1214.95,20.4,Mobile Payment
51,52,5/4/2025,1198,2066,404,3,516.06,35.7,Mobile Payment
52,53,5/4/2025,1113,2038,404,2,2223.62,9.55,Mobile Payment
53,54,5/4/2025,1145,2079,401,0,1901.08,42.34,Cash
54,55,5/4/2025,1195,2026,402,2,507.74,37.45,Credit Card
55,56,5/4/2025,1169,2010,402,1,140.11,6.11,Gift Card
56,57,5/4/2025,1044,2070,401,1,0,4.53,Cash
57,58,5/4/2025,1000,2052,404,3,2193.78,24.42,Cash
58,59,5/4/2025,1074,2004,402,2,741.8,29.31,Cash
59,60,5/4/2025,1180,2036,404,0,217.98,39.36,Cash
60,61,5/4/2025,1175,2029,403,1,36.48,7.87,Cash
61,62,5/4/2025,1108,2014,402,1,221.67,43.27,Credit Card
62,63,5/4/2025,1068,2018,401,0,2169.04,24.08,Cash
63,64,5/4/2025,1042,2039,403,3,2929.32,19.99,Gift Card
64,65,5/4/2025,1031,2059,403,3,0,40.71,Credit Card
65,66,5/4/2025,1069,2064,404,3,1470.2,17.02,Cash
66,67,5/4/2025,1020,2076,401,3,4836.42,10.17,Gift Card
67,68,5/4/2025,1188,2041,403,0,1608.42,49.48,Credit Card
68,69,5/4/2025,1023,2029,401,2,0,24.18,Cash
69,70,5/4/2025,1147,2005,402,3,0,17.03,Credit Card
70,71,5/4/2025,1132,2083,404,2,614.53,1.87,Cash
71,72,5/4/2025,1046,2074,404,3,659.5,0.31,Cash
72,73,5/4/2025,1023,2060,403,3,1225.14,15.48,Credit Card
73,74,5/4/2025,1085,2041,401,1,1447.58,9.67,Cash
74,75,5/4/2025,1084,2052,404,2,2925.04,25.8,Cash
75,76,5/4/2025,1169,2051,401,3,117.32,14.7,Credit Card
76,77,5/4/2025,1022,2040,403,2,55.26,36.24,Mobile Payment
77,78,5/4/2025,1029,2098,404,0,3631.44,39.25,Mobile Payment
78,79,5/4/2025,1168,2069,404,3,232.39,9.71,Mobile Payment
79,80,5/4/2025,1013,2024,403,3,372.81,39.72,Mobile Payment
80,81,5/4/2025,1160,2056,401,1,472.25,30.89,Cash
81,82,5/4/2025,1068,2070,402,2,109.38,42.13,Credit Card
82,83,5/4/2025,1112,2089,404,0,2067.6,25.93,Cash
83,84,5/4/2025,1007,2080,402,1,1498.07,15.86,Mobile Payment
84,85,5/4/2025,1079,2070,401,3,34.18,40.35,Gift Card
85,86,5/4/2025,1023,2028,401,3,2551.76,7.82,Mobile Payment
86,87,5/4/2025,1030,2082,402,3,799.8,16.05,Cash
87,88,5/4/2025,1183,2037,403,3,2160.84,24.11,Credit Card
88,89,5/4/2025,1123,2060,402,3,2450.28,42.15,Credit Card
89,90,5/4/2025,1141,2018,404,1,2440.17,48.61,Gift Card
90,91,5/4/2025,1153,2065,402,0,470.34,30.9,Cash
91,92,5/4/2025,1070,2098,404,2,0,28.87,Cash
92,93,5/4/2025,1129,2034,401,2,108.94,28.34,Mobile Payment
93,94,5/4/2025,1185,2038,404,1,1667.72,45.11,Gift Card
94,95,5/4/2025,1114,2068,404,2,656.19,44.72,Cash
95,96,5/4/2025,1085,2070,404,3,0,32.68,Cash
96,97,5/4/2025,1082,2024,402,3,372.81,36.42,Credit Card
97,98,5/4/2025,1059,2099,404,0,1292.64,20.87,Mobile Payment
98,99,5/4/2025,1081,2095,404,3,490.79,8.76,Gift Card
99,100,5/4/2025,1098,2084,402,3,0,35.76,Gift Card
100,101,5/4/2025,1009,2016,403,0,969.06,42.39,Credit Card
101,102,5/4/2025,1112,2012,404,0,1869.57,20.87,Cash
102,103,5/4/2025,1184,2018,404,1,488.03,40.94,Credit Card
103,104,5/4/2025,1019,2060,403,2,0,36.47,Cash
104,105,5/4/2025,1159,2088,404,0,0,30.12,Mobile Payment
105,106,5/4/2025,1084,2086,404,2,2861.12,39.66,Credit Card
106,107,5/4/2025,1160,2091,404,0,905.79,14.29,Mobile Payment
107,108,5/4/2025,1158,2008,402,2,159.82,21.53,Gift Card
108,109,5/4/2025,1058,2095,401,3,2453.95,33.45,Mobile Payment
109,110,5/4/2025,1025,2097,401,3,842.1,21.15,Gift Card
110,111,5/4/2025,1042,2088,403,0,709.35,44.12,Mobile Payment
111,112,5/4/2025,1011,2041,401,2,0,30.81,Cash
112,113,5/4/2025,1091,2047,404,1,0,32.09,Gift Card
113,114,5/4/2025,1062,2067,404,1,0,20.48,Mobile Payment
114,115,5/4/2025,1043,2022,401,3,2684.72,34.24,Cash
115,116,5/4/2025,1158,2087,402,3,477.96,22.64,Credit Card
116,117,5/4/2025,1149,2018,402,3,1626.78,26.67,Gift Card
117,118,5/4/2025,1163,2032,404,2,756.48,30.61,Gift Card
118,119,5/4/2025,1170,2001,404,2,659.76,29.33,Gift Card
119,120,5/4/2025,1173,2069,402,0,464.78,35.21,Mobile Payment
120,121,5/4/2025,1113,2044,403,3,0,3.33,Credit Card
121,122,5/4/2025,1176,2032,404,2,756.48,36.85,Mobile Payment
122,123,5/4/2025,1050,2049,404,0,2819.52,40.03,Mobile Payment
123,124,5/4/2025,1060,2048,403,2,1144.42,24.26,Cash
124,125,5/4/2025,1179,2037,401,3,1440.56,4.5,Credit Card
125,126,5/4/2025,1070,2001,401,3,0,15.03,Gift Card
126,127,5/4/2025,1073,2099,402,2,0,22.75,Gift Card
127,128,5/4/2025,1056,2081,402,2,0,22.79,Cash
128,129,5/4/2025,1173,2096,402,0,672.18,31.85,Cash
129,130,5/4/2025,1160,2082,401,2,426.56,26.17,Gift Card
130,131,5/4/2025,1112,2004,403,1,1669.05,29.69,Credit Card
131,132,5/4/2025,1023,2037,403,3,2160.84,2.57,Gift Card
132,133,5/4/2025,1044,2025,402,2,223.7,29.37,Mobile Payment
133,134,5/4/2025,1135,2064,403,1,793.91,15.45,Credit Card
134,135,5/4/2025,1065,2061,403,2,639.74,13.05,Gift Card
135,136,5/4/2025,1029,2059,401,1,921.69,0.25,Cash
136,137,5/4/2025,1193,2028,404,2,1531.06,11.85,Gift Card
137,138,5/4/2025,1023,2050,401,2,298.85,12.59,Gift Card
138,139,5/4/2025,1137,2015,404,2,539.98,30.1,Cash
139,140,5/4/2025,1172,2095,403,3,2453.95,8.05,Mobile Payment
140,141,5/4/2025,1163,2047,401,1,301.48,7.17,Cash
141,142,5/4/2025,1120,2003,403,1,1039.99,7.65,Gift Card
142,143,5/4/2025,1165,2008,404,2,53.27,18.17,Credit Card
143,144,5/4/2025,1166,2052,401,1,658.13,49.04,Credit Card
144,145,5/4/2025,1011,2004,403,3,3709,0.14,Mobile Payment
145,146,5/4/2025,1029,2012,402,1,0,17.26,Credit Card
146,147,5/4/2025,1099,2058,403,3,666.75,40.82,Mobile Payment
147,148,5/4/2025,1150,2095,402,3,490.79,38.11,Cash
148,149,5/4/2025,1167,2012,404,3,0,45.17,Credit Card
149,150,5/4/2025,1071,2004,403,1,834.52,4.74,Credit Card
150,151,5/4/2025,1113,2056,402,2,839.55,39.96,Mobile Payment
151,152,5/4/2025,1025,2087,403,2,0,20.17,Credit Card
152,153,5/4/2025,1015,2050,403,1,504.31,40.99,Gift Card
153,154,5/4/2025,1031,2058,401,1,2400.3,36.44,Mobile Payment
154,155,5/4/2025,1164,2081,401,0,2984.88,49.2,Mobile Payment
155,156,5/4/2025,1085,2031,402,1,508.77,48.26,Gift Card
156,157,5/4/2025,1017,2097,402,1,757.89,24.46,Gift Card
157,158,5/4/2025,1059,2042,402,0,0,39.27,Gift Card
158,159,5/4/2025,1070,2018,402,2,0,6.32,Mobile Payment
159,160,5/4/2025,1044,2014,401,1,886.68,9.11,Credit Card
160,161,5/4/2025,1003,2045,402,2,499.42,9.69,Cash
161,162,5/4/2025,1004,2022,403,0,671.18,6.96,Cash
162,163,5/4/2025,1032,2094,404,0,493.35,13.65,Mobile Payment
163,164,5/4/2025,1190,2008,404,3,266.36,25.49,Gift Card
164,165,5/4/2025,1199,2046,401,3,167.15,20.68,Credit Card
165,166,5/4/2025,1128,2028,401,2,2041.41,27.81,Mobile Payment
166,167,5/4/2025,1117,2082,401,0,799.8,25.39,Gift Card
167,168,5/4/2025,1122,2051,404,0,234.64,45.37,Credit Card
168,169,5/4/2025,1125,2091,404,0,1811.58,15.56,Cash
169,170,5/4/2025,1020,2041,402,0,0,30.58,Mobile Payment
170,171,5/4/2025,1032,2035,403,3,4499.95,30.64,Mobile Payment
171,172,5/4/2025,1152,2067,403,3,872.85,7.06,Gift Card
172,173,5/4/2025,1129,2077,404,0,2809.15,14.06,Gift Card
173,174,5/4/2025,1179,2014,402,3,738.9,5.77,Cash
174,175,5/4/2025,1115,2029,404,2,0,12.85,Mobile Payment
175,176,5/4/2025,1116,2051,404,0,351.96,19.06,Mobile Payment
176,177,5/4/2025,1080,2054,403,2,3602.04,16.18,Mobile Payment
177,178,5/4/2025,1095,2019,404,0,933.93,40.05,Credit Card
178,179,5/4/2025,1023,2010,401,3,0,0.54,Gift Card
179,180,5/4/2025,1024,2095,403,1,3533.69,48.03,Credit Card
180,181,5/4/2025,1142,2007,403,0,583.39,36.33,Gift Card
181,182,5/4/2025,1105,2045,404,0,624.28,35.35,Credit Card
182,183,5/4/2025,1073,2076,403,2,1934.57,29.35,Mobile Payment
183,184,5/4/2025,1026,2073,402,1,1797.95,24.03,Cash
184,185,5/4/2025,1168,2061,402,0,599.76,47.72,Cash
185,186,5/4/2025,1089,2071,403,0,0,41.96,Gift Card
186,187,5/4/2025,1195,2035,402,3,0,0.65,Credit Card
187,188,5/4/2025,1143,2098,401,2,2178.86,47.6,Gift Card
188,189,5/4/2025,1007,2023,403,2,751.63,44.2,Cash
189,190,5/4/2025,1086,2044,401,1,373.64,41.61,Gift Card
190,191,5/4/2025,1036,2072,404,0,1260.9,36.16,Mobile Payment
191,192,5/4/2025,1036,2094,401,0,2466.75,46.85,Mobile Payment
192,193,5/4/2025,1191,2067,402,3,872.85,7.05,Mobile Payment
193,194,5/4/2025,1107,2058,403,1,1800.22,32.37,Cash
194,195,5/4/2025,1094,2039,403,0,1952.88,35.83,Gift Card
195,196,5/4/2025,1013,2019,402,0,0,31.15,Gift Card
196,197,5/4/2025,1172,2010,403,3,0,17,Mobile Payment
197,198,5/4/2025,1169,2054,404,3,900.51,40,Cash
198,199,5/4/2025,1106,2034,402,0,136.17,34.44,Gift Card
199,200,5/4/2025,1088,2055,401,2,129.46,49.42,Gift Card
200,201,5/4/2025,1173,2086,404,2,715.28,30.29,Credit Card
201,202,5/4/2025,1011,2028,404,0,0,16.95,Credit Card
202,203,5/4/2025,1001,2026,403,1,190.4,29.6,Cash
203,204,5/4/2025,1196,2017,403,2,370.96,5.76,Cash
204,205,5/4/2025,1083,2015,401,3,0,10.52,Cash
205,206,5/4/2025,1191,2055,402,1,48.55,18.63,Gift Card
206,207,5/4/2025,1097,2068,402,2,1312.38,27.46,Credit Card
207,208,5/4/2025,1018,2050,401,3,0,14.58,Gift Card
208,209,5/4/2025,1004,2058,401,2,1066.8,29.89,Credit Card
209,210,5/4/2025,1147,2054,404,3,2701.53,12.48,Cash
210,211,5/4/2025,1074,2014,404,0,738.9,36.05,Credit Card
211,212,5/4/2025,1083,2021,404,2,668.33,47.07,Credit Card
212,213,5/4/2025,1022,2055,401,1,97.09,32.46,Mobile Payment
213,214,5/4/2025,1111,2075,404,0,1561.28,15.46,Mobile Payment
214,215,5/4/2025,1101,2039,403,1,2636.39,11,Credit Card
215,216,5/4/2025,1085,2099,402,0,646.32,23.46,Cash
216,217,5/4/2025,1130,2081,401,1,1343.2,30.42,Mobile Payment
217,218,5/4/2025,1198,2044,403,1,186.82,16.37,Gift Card
218,219,5/4/2025,1060,2013,402,2,0,17.89,Cash
219,220,5/4/2025,1050,2022,402,0,671.18,31.28,Gift Card
220,221,5/4/2025,1045,2098,404,3,907.86,42.24,Mobile Payment
221,222,5/4/2025,1193,2072,404,2,1681.2,25.34,Mobile Payment
222,223,5/4/2025,1160,2040,402,3,138.16,41.27,Mobile Payment
223,224,5/4/2025,1017,2060,404,2,0,12.78,Credit Card
224,225,5/4/2025,1070,2075,401,2,624.51,10.99,Gift Card
225,226,5/4/2025,1129,2009,403,3,198.93,10.09,Cash
226,227,5/4/2025,1115,2004,401,2,2225.4,30.09,Gift Card
227,228,5/4/2025,1073,2009,401,3,66.31,22.08,Mobile Payment
228,229,5/4/2025,1118,2074,401,3,659.5,5.93,Credit Card
229,230,5/4/2025,1146,2083,402,2,614.53,27.68,Cash
230,231,5/4/2025,1154,2060,402,0,408.38,31.01,Gift Card
231,232,5/4/2025,1115,2013,403,0,2806.08,0.85,Credit Card
232,233,5/4/2025,1129,2082,402,0,1066.4,10.07,Cash
233,234,5/4/2025,1063,2090,404,3,71.64,8.63,Credit Card
234,235,5/4/2025,1134,2066,402,2,1238.54,17.89,Cash
235,236,5/4/2025,1095,2036,404,3,653.94,28.91,Cash
236,237,5/4/2025,1198,2043,401,2,1397.52,49.78,Cash
237,238,5/4/2025,1016,2042,401,3,0,48.9,Credit Card
238,239,5/4/2025,1072,2032,402,2,1512.96,28.65,Cash
239,240,5/4/2025,1020,2074,402,2,527.6,47.48,Mobile Payment
240,241,5/4/2025,1079,2083,404,1,691.34,26.11,Cash
241,242,5/4/2025,1152,2090,401,2,57.31,30.4,Gift Card
242,243,5/4/2025,1143,2048,403,1,0,18.54,Credit Card
243,244,5/4/2025,1171,2089,401,3,1654.08,18.84,Gift Card
244,245,5/4/2025,1130,2046,401,2,106.98,33.72,Credit Card
245,246,5/4/2025,1079,2023,402,2,3006.53,46.32,Gift Card
246,247,5/4/2025,1196,2062,402,1,1114.85,10.75,Mobile Payment
247,248,5/4/2025,1035,2019,401,2,0,14.62,Credit Card
248,249,5/4/2025,1025,2064,401,2,705.7,32.51,Mobile Payment
249,250,5/4/2025,1196,2079,402,3,2851.62,2.61,Cash
250,251,5/4/2025,1039,2020,402,1,338.25,21.78,Credit Card
251,252,5/4/2025,1184,2056,401,3,1574.16,17.78,Cash
252,253,5/4/2025,1093,2086,402,3,3576.4,27.34,Mobile Payment
253,254,5/4/2025,1156,2036,404,1,392.36,46.72,Cash
254,255,5/4/2025,1136,2030,403,3,509.91,10.9,Credit Card
255,256,5/4/2025,1049,2047,404,3,1674.9,34.85,Credit Card
256,257,5/4/2025,1196,2036,404,3,0,18.49,Gift Card
257,258,5/4/2025,1041,2025,402,2,671.09,16.98,Gift Card
258,259,5/4/2025,1013,2082,404,2,1066.4,3.68,Credit Card
259,260,5/4/2025,1141,2013,401,2,748.29,10.69,Credit Card
260,261,5/4/2025,1021,2097,402,2,673.68,25.75,Mobile Payment
261,262,5/4/2025,1115,2065,402,3,1881.36,23.87,Mobile Payment
262,263,5/4/2025,1023,2028,404,2,510.35,40.8,Cash
263,264,5/4/2025,1006,2053,401,3,610.15,34.89,Cash
264,265,5/4/2025,1128,2047,402,3,1004.94,8.24,Gift Card
265,266,5/4/2025,1020,2047,402,0,669.96,41.92,Credit Card
266,267,5/4/2025,1081,2012,403,1,1682.61,49.89,Mobile Payment
267,268,5/4/2025,1035,2004,403,3,927.25,35.14,Cash
268,269,5/4/2025,1178,2017,404,3,1854.8,23.54,Credit Card
269,270,5/4/2025,1157,2000,401,0,1938.62,28.03,Mobile Payment
270,271,5/4/2025,1065,2027,402,3,775.83,26.01,Credit Card
271,272,5/4/2025,1028,2099,403,1,3490.13,22.51,Gift Card
272,273,5/4/2025,1077,2015,401,1,1822.42,19.48,Gift Card
273,274,5/4/2025,1107,2081,404,0,2238.66,34.12,Cash
274,275,5/4/2025,1028,2063,401,1,994.43,37.94,Credit Card
275,276,5/4/2025,1183,2018,403,3,2711.3,48.43,Mobile Payment
276,277,5/4/2025,1000,2078,403,1,0,37.95,Cash
277,278,5/4/2025,1146,2053,402,0,1220.3,4.41,Gift Card
278,279,5/4/2025,1134,2046,401,0,33.43,35.76,Gift Card
279,280,5/4/2025,1099,2060,401,3,1633.52,6.82,Cash
280,281,5/4/2025,1095,2032,401,2,1512.96,17.79,Gift Card
281,282,5/4/2025,1017,2044,402,0,207.58,22.56,Mobile Payment
282,283,5/4/2025,1197,2074,403,1,593.55,31.13,Cash
283,284,5/4/2025,1011,2045,403,1,842.78,0.35,Mobile Payment
284,285,5/4/2025,1199,2087,404,3,159.32,37.48,Cash
285,286,5/4/2025,1161,2023,402,0,939.54,9.39,Mobile Payment
286,287,5/4/2025,1183,2099,404,0,1292.64,33.51,Cash
287,288,5/4/2025,1075,2025,401,1,0,5.16,Cash
288,289,5/4/2025,1010,2040,403,3,138.16,11.04,Credit Card
289,290,5/4/2025,1139,2060,403,0,1225.14,48.73,Gift Card
290,291,5/4/2025,1192,2082,402,2,213.28,12.05,Mobile Payment
291,292,5/4/2025,1091,2099,401,2,1034.11,3.27,Cash
292,293,5/4/2025,1069,2015,403,3,2699.88,39.55,Credit Card
293,294,5/4/2025,1102,2095,404,3,1472.37,12.22,Mobile Payment
294,295,5/4/2025,1086,2023,404,3,3758.16,36.14,Mobile Payment
295,296,5/4/2025,1094,2066,403,0,1032.12,10.45,Cash
296,297,5/4/2025,1186,2054,401,3,0,23.8,Cash
297,298,5/4/2025,1154,2023,403,2,751.63,26.14,Mobile Payment
298,299,5/4/2025,1026,2010,403,2,62.27,23.65,Cash
299,300,5/4/2025,1078,2057,404,1,393.28,24.51,Cash
300,301,5/4/2025,1176,2056,403,3,524.72,17.94,Cash
301,302,5/4/2025,1010,2093,403,3,0,47.45,Cash
302,303,5/4/2025,1070,2081,401,0,1492.44,49.47,Mobile Payment
303,304,5/4/2025,1171,2081,404,2,596.98,1.16,Mobile Payment
304,305,5/4/2025,1131,2095,402,0,1472.37,23.45,Cash
305,306,5/4/2025,1036,2077,404,0,1123.66,36.84,Cash
306,307,5/4/2025,1032,2008,402,2,106.54,20.38,Gift Card
307,308,5/4/2025,1092,2049,401,1,0,4.36,Gift Card
308,309,5/4/2025,1173,2057,403,2,349.58,35.86,Cash
309,310,5/4/2025,1113,2097,401,1,757.89,26.97,Cash
310,311,5/4/2025,1135,2046,404,2,80.23,3.33,Cash
311,312,5/4/2025,1166,2035,402,0,899.99,22.94,Cash
312,313,5/4/2025,1006,2094,402,3,1480.05,2.92,Mobile Payment
313,314,5/4/2025,1132,2049,401,2,1503.74,44.52,Credit Card
314,315,5/4/2025,1198,2033,404,1,2257.88,22.82,Credit Card
315,316,5/4/2025,1156,2036,404,1,784.73,16.66,Cash
316,317,5/4/2025,1031,2017,401,3,0,1.95,Mobile Payment
317,318,5/4/2025,1044,2091,404,0,1811.58,3.66,Mobile Payment
318,319,5/4/2025,1174,2040,403,0,34.54,49.34,Credit Card
319,320,5/4/2025,1140,2069,403,2,557.74,2.55,Gift Card
320,321,5/4/2025,1040,2091,402,2,724.63,5.5,Credit Card
321,322,5/4/2025,1130,2028,401,1,574.15,28.61,Credit Card
322,323,5/4/2025,1035,2030,404,0,339.94,8.58,Cash
323,324,5/4/2025,1092,2070,403,3,102.54,4.69,Credit Card
324,325,5/4/2025,1141,2016,401,0,0,29.63,Mobile Payment
325,326,5/4/2025,1079,2050,404,3,186.78,28.13,Mobile Payment
326,327,5/4/2025,1196,2052,401,1,2632.54,27.38,Cash
327,328,5/4/2025,1081,2082,401,3,1066.4,47.1,Gift Card
328,329,5/4/2025,1119,2087,403,1,0,29.66,Gift Card
329,330,5/4/2025,1199,2070,402,1,30.76,1.67,Gift Card
330,331,5/4/2025,1110,2064,401,0,0,16.15,Mobile Payment
331,332,5/4/2025,1132,2019,403,1,1681.07,41.57,Mobile Payment
332,333,5/4/2025,1041,2041,402,2,643.37,37.98,Credit Card
333,334,5/4/2025,1132,2036,401,2,348.77,14.18,Cash
334,335,5/4/2025,1050,2081,403,1,2686.39,24.91,Credit Card
335,336,5/4/2025,1160,2038,401,1,0,18.21,Cash
336,337,5/4/2025,1151,2074,402,1,1187.1,7.08,Gift Card
337,338,5/4/2025,1168,2079,403,0,1901.08,23.73,Cash
338,339,5/4/2025,1007,2010,401,2,62.27,4.63,Gift Card
339,340,5/4/2025,1166,2026,404,0,0,31.7,Mobile Payment
340,341,5/4/2025,1127,2080,403,2,1997.42,41.9,Mobile Payment
341,342,5/4/2025,1123,2031,404,2,1356.72,0.21,Mobile Payment
342,343,5/4/2025,1116,2009,401,1,119.36,10,Cash
343,344,5/4/2025,1112,2053,404,3,0,33.67,Gift Card
344,345,5/4/2025,1052,2043,402,2,698.76,0.53,Credit Card
345,346,5/4/2025,1183,2040,403,3,103.62,8.28,Cash
346,347,5/4/2025,1033,2097,403,0,4210.5,17.82,Mobile Payment
347,348,5/4/2025,1081,2030,404,0,339.94,23.07,Credit Card
348,349,5/4/2025,1068,2057,402,1,1179.85,31.78,Gift Card
349,350,5/4/2025,1024,2006,403,3,594,17.1,Credit Card
350,351,5/4/2025,1157,2053,402,1,1098.27,46.13,Credit Card
351,352,5/4/2025,1083,2073,403,1,2247.44,49.15,Cash
352,353,5/4/2025,1195,2020,404,3,1879.15,40.15,Gift Card
353,354,5/4/2025,1127,2039,404,0,1952.88,42.2,Credit Card
354,355,5/4/2025,1023,2050,404,1,0,0.26,Gift Card
355,356,5/4/2025,1055,2074,403,0,1978.5,45.15,Credit Card
356,357,5/4/2025,1012,2036,404,3,653.94,30.91,Credit Card
357,358,5/4/2025,1073,2068,401,0,2460.72,29.61,Cash
358,359,5/4/2025,1110,2017,403,2,370.96,46.6,Cash
359,360,5/4/2025,1195,2051,403,0,117.32,7.27,Credit Card
360,361,5/4/2025,1102,2006,402,2,792,24.42,Cash
361,362,5/4/2025,1141,2036,401,3,871.92,35.79,Gift Card
362,363,5/4/2025,1129,2057,403,0,1747.92,42.59,Mobile Payment
363,364,5/4/2025,1032,2012,404,2,997.1,34.19,Gift Card
364,365,5/4/2025,1086,2071,403,1,553.64,2.62,Mobile Payment
365,366,5/4/2025,1050,2077,404,0,561.83,32.9,Gift Card
366,367,5/4/2025,1011,2004,402,2,0,27.37,Cash
367,368,5/4/2025,1121,2066,404,1,0,17.89,Credit Card
368,369,5/4/2025,1155,2065,402,2,1128.82,38.9,Mobile Payment
369,370,5/4/2025,1156,2040,402,3,138.16,20.19,Cash
370,371,5/4/2025,1157,2094,403,2,1578.72,30.23,Gift Card
371,372,5/4/2025,1129,2065,404,2,752.54,33.87,Credit Card
372,373,5/4/2025,1121,2002,403,2,2771.2,21.06,Cash
373,374,5/4/2025,1172,2014,404,2,197.04,29.22,Credit Card
374,375,5/4/2025,1185,2088,401,3,2128.05,14.03,Credit Card
375,376,5/4/2025,1067,2083,402,0,0,20.33,Cash
376,377,5/4/2025,1149,2061,402,3,1199.52,17.97,Credit Card
377,378,5/4/2025,1037,2087,402,0,318.64,44.21,Gift Card
378,379,5/4/2025,1146,2089,401,1,744.34,20.76,Mobile Payment
379,380,5/4/2025,1004,2056,403,3,2098.88,39.26,Gift Card
380,381,5/4/2025,1038,2052,402,3,2193.78,4.48,Cash
381,382,5/4/2025,1128,2099,404,0,3877.92,11.28,Credit Card
382,383,5/4/2025,1180,2017,402,2,741.92,25.77,Mobile Payment
383,384,5/4/2025,1169,2061,404,2,319.87,27.21,Cash
384,385,5/4/2025,1044,2058,403,2,1066.8,26.85,Credit Card
385,386,5/4/2025,1173,2098,403,3,3631.44,25.67,Mobile Payment
386,387,5/4/2025,1049,2031,403,2,1356.72,37.86,Cash
387,388,5/4/2025,1057,2038,403,1,2501.58,47.21,Gift Card
388,389,5/4/2025,1176,2090,404,2,343.87,34.11,Cash
389,390,5/4/2025,1122,2044,403,2,166.06,27.95,Gift Card
390,391,5/4/2025,1031,2073,404,3,1498.29,34.41,Mobile Payment
391,392,5/4/2025,1088,2098,402,2,726.29,2.14,Cash
392,393,5/4/2025,1010,2036,401,2,348.77,8.66,Gift Card
393,394,5/4/2025,1113,2083,403,3,3072.64,8.73,Mobile Payment
394,395,5/4/2025,1054,2025,403,2,671.09,37.97,Gift Card
395,396,5/4/2025,1035,2013,402,1,1683.65,27.96,Mobile Payment
396,397,5/4/2025,1012,2085,402,1,217.94,1.63,Cash
